


                  RAYLEIGH WAVE      MODE #  0

                           FREQ          PHASE VEL
              4343    0.2349853516     2.8343412980
              4344    0.2349243164     2.8343997884
              4345    0.2348632812     2.8344583207
              4346    0.2348022461     2.8345168951
              4347    0.2347412109     2.8345755114
              4348    0.2346801758     2.8346341699
              4349    0.2346191406     2.8346928704
              4350    0.2345581055     2.8347516130
              4351    0.2344970703     2.8348103977
              4352    0.2344360352     2.8348692246
              4353    0.2343750000     2.8349280936
              4354    0.2343139648     2.8349870049
              4355    0.2342529297     2.8350459583
              4356    0.2341918945     2.8351049540
              4357    0.2341308594     2.8351639920
              4358    0.2340698242     2.8352230722
              4359    0.2340087891     2.8352821948
              4360    0.2339477539     2.8353413596
              4361    0.2338867188     2.8354005669
              4362    0.2338256836     2.8354598165
              4363    0.2337646484     2.8355191085
              4364    0.2337036133     2.8355784429
              4365    0.2336425781     2.8356378198
              4366    0.2335815430     2.8356972391
              4367    0.2335205078     2.8357567010
              4368    0.2334594727     2.8358162053
              4369    0.2333984375     2.8358757522
              4370    0.2333374023     2.8359353416
              4371    0.2332763672     2.8359949737
              4372    0.2332153320     2.8360546483
              4373    0.2331542969     2.8361143656
              4374    0.2330932617     2.8361741255
              4375    0.2330322266     2.8362339281
              4376    0.2329711914     2.8362937734
              4377    0.2329101562     2.8363536614
              4378    0.2328491211     2.8364135921
              4379    0.2327880859     2.8364735657
              4380    0.2327270508     2.8365335819
              4381    0.2326660156     2.8365936411
              4382    0.2326049805     2.8366537430
              4383    0.2325439453     2.8367138878
              4384    0.2324829102     2.8367740755
              4385    0.2324218750     2.8368343062
              4386    0.2323608398     2.8368945797
              4387    0.2322998047     2.8369548962
              4388    0.2322387695     2.8370152556
              4389    0.2321777344     2.8370756581
              4390    0.2321166992     2.8371361035
              4391    0.2320556641     2.8371965920
              4392    0.2319946289     2.8372571236
              4393    0.2319335938     2.8373176983
              4394    0.2318725586     2.8373783161
              4395    0.2318115234     2.8374389769
              4396    0.2317504883     2.8374996810
              4397    0.2316894531     2.8375604282
              4398    0.2316284180     2.8376212187
              4399    0.2315673828     2.8376820523
              4400    0.2315063477     2.8377429292
              4401    0.2314453125     2.8378038494
              4402    0.2313842773     2.8378648129
              4403    0.2313232422     2.8379258197
              4404    0.2312622070     2.8379868698
              4405    0.2312011719     2.8380479633
              4406    0.2311401367     2.8381091002
              4407    0.2310791016     2.8381702804
              4408    0.2310180664     2.8382315041
              4409    0.2309570312     2.8382927713
              4410    0.2308959961     2.8383540819
              4411    0.2308349609     2.8384154360
              4412    0.2307739258     2.8384768337
              4413    0.2307128906     2.8385382748
              4414    0.2306518555     2.8385997596
              4415    0.2305908203     2.8386612879
              4416    0.2305297852     2.8387228599
              4417    0.2304687500     2.8387844755
              4418    0.2304077148     2.8388461347
              4419    0.2303466797     2.8389078376
              4420    0.2302856445     2.8389695842
              4421    0.2302246094     2.8390313746
              4422    0.2301635742     2.8390932086
              4423    0.2301025391     2.8391550865
              4424    0.2300415039     2.8392170081
              4425    0.2299804688     2.8392789736
              4426    0.2299194336     2.8393409829
              4427    0.2298583984     2.8394030360
              4428    0.2297973633     2.8394651331
              4429    0.2297363281     2.8395272740
              4430    0.2296752930     2.8395894589
              4431    0.2296142578     2.8396516877
              4432    0.2295532227     2.8397139605
              4433    0.2294921875     2.8397762772
              4434    0.2294311523     2.8398386380
              4435    0.2293701172     2.8399010429
              4436    0.2293090820     2.8399634918
              4437    0.2292480469     2.8400259848
              4438    0.2291870117     2.8400885218
              4439    0.2291259766     2.8401511031
              4440    0.2290649414     2.8402137284
              4441    0.2290039062     2.8402763980
              4442    0.2289428711     2.8403391117
              4443    0.2288818359     2.8404018697
              4444    0.2288208008     2.8404646719
              4445    0.2287597656     2.8405275183
              4446    0.2286987305     2.8405904091
              4447    0.2286376953     2.8406533441
              4448    0.2285766602     2.8407163235
              4449    0.2285156250     2.8407793473
              4450    0.2284545898     2.8408424154
              4451    0.2283935547     2.8409055279
              4452    0.2283325195     2.8409686848
              4453    0.2282714844     2.8410318862
              4454    0.2282104492     2.8410951321
              4455    0.2281494141     2.8411584224
              4456    0.2280883789     2.8412217573
              4457    0.2280273438     2.8412851366
              4458    0.2279663086     2.8413485605
              4459    0.2279052734     2.8414120290
              4460    0.2278442383     2.8414755421
              4461    0.2277832031     2.8415390999
              4462    0.2277221680     2.8416027022
              4463    0.2276611328     2.8416663493
              4464    0.2276000977     2.8417300410
              4465    0.2275390625     2.8417937774
              4466    0.2274780273     2.8418575586
              4467    0.2274169922     2.8419213845
              4468    0.2273559570     2.8419852552
              4469    0.2272949219     2.8420491707
              4470    0.2272338867     2.8421131310
              4471    0.2271728516     2.8421771361
              4472    0.2271118164     2.8422411861
              4473    0.2270507812     2.8423052811
              4474    0.2269897461     2.8423694209
              4475    0.2269287109     2.8424336056
              4476    0.2268676758     2.8424978353
              4477    0.2268066406     2.8425621100
              4478    0.2267456055     2.8426264297
              4479    0.2266845703     2.8426907944
              4480    0.2266235352     2.8427552041
              4481    0.2265625000     2.8428196589
              4482    0.2265014648     2.8428841588
              4483    0.2264404297     2.8429487038
              4484    0.2263793945     2.8430132939
              4485    0.2263183594     2.8430779292
              4486    0.2262573242     2.8431426096
              4487    0.2261962891     2.8432073352
              4488    0.2261352539     2.8432721061
              4489    0.2260742188     2.8433369222
              4490    0.2260131836     2.8434017836
              4491    0.2259521484     2.8434666902
              4492    0.2258911133     2.8435316422
              4493    0.2258300781     2.8435966394
              4494    0.2257690430     2.8436616821
              4495    0.2257080078     2.8437267700
              4496    0.2256469727     2.8437919034
              4497    0.2255859375     2.8438570823
              4498    0.2255249023     2.8439223065
              4499    0.2254638672     2.8439875762
              4500    0.2254028320     2.8440528913
              4501    0.2253417969     2.8441182520
              4502    0.2252807617     2.8441836582
              4503    0.2252197266     2.8442491100
              4504    0.2251586914     2.8443146073
              4505    0.2250976562     2.8443801502
              4506    0.2250366211     2.8444457387
              4507    0.2249755859     2.8445113728
              4508    0.2249145508     2.8445770526
              4509    0.2248535156     2.8446427781
              4510    0.2247924805     2.8447085493
              4511    0.2247314453     2.8447743661
              4512    0.2246704102     2.8448402288
              4513    0.2246093750     2.8449061372
              4514    0.2245483398     2.8449720913
              4515    0.2244873047     2.8450380913
              4516    0.2244262695     2.8451041371
              4517    0.2243652344     2.8451702288
              4518    0.2243041992     2.8452363663
              4519    0.2242431641     2.8453025497
              4520    0.2241821289     2.8453687790
              4521    0.2241210938     2.8454350543
              4522    0.2240600586     2.8455013755
              4523    0.2239990234     2.8455677427
              4524    0.2239379883     2.8456341559
              4525    0.2238769531     2.8457006151
              4526    0.2238159180     2.8457671203
              4527    0.2237548828     2.8458336716
              4528    0.2236938477     2.8459002690
              4529    0.2236328125     2.8459669125
              4530    0.2235717773     2.8460336022
              4531    0.2235107422     2.8461003380
              4532    0.2234497070     2.8461671199
              4533    0.2233886719     2.8462339481
              4534    0.2233276367     2.8463008224
              4535    0.2232666016     2.8463677430
              4536    0.2232055664     2.8464347098
              4537    0.2231445312     2.8465017229
              4538    0.2230834961     2.8465687823
              4539    0.2230224609     2.8466358881
              4540    0.2229614258     2.8467030401
              4541    0.2229003906     2.8467702386
              4542    0.2228393555     2.8468374834
              4543    0.2227783203     2.8469047746
              4544    0.2227172852     2.8469721122
              4545    0.2226562500     2.8470394963
              4546    0.2225952148     2.8471069269
              4547    0.2225341797     2.8471744039
              4548    0.2224731445     2.8472419275
              4549    0.2224121094     2.8473094975
              4550    0.2223510742     2.8473771142
              4551    0.2222900391     2.8474447774
              4552    0.2222290039     2.8475124871
              4553    0.2221679688     2.8475802435
              4554    0.2221069336     2.8476480466
              4555    0.2220458984     2.8477158963
              4556    0.2219848633     2.8477837927
              4557    0.2219238281     2.8478517357
              4558    0.2218627930     2.8479197255
              4559    0.2218017578     2.8479877620
              4560    0.2217407227     2.8480558453
              4561    0.2216796875     2.8481239754
              4562    0.2216186523     2.8481921523
              4563    0.2215576172     2.8482603759
              4564    0.2214965820     2.8483286465
              4565    0.2214355469     2.8483969639
              4566    0.2213745117     2.8484653282
              4567    0.2213134766     2.8485337394
              4568    0.2212524414     2.8486021975
              4569    0.2211914062     2.8486707025
              4570    0.2211303711     2.8487392546
              4571    0.2210693359     2.8488078536
              4572    0.2210083008     2.8488764996
              4573    0.2209472656     2.8489451927
              4574    0.2208862305     2.8490139328
              4575    0.2208251953     2.8490827199
              4576    0.2207641602     2.8491515542
              4577    0.2207031250     2.8492204356
              4578    0.2206420898     2.8492893641
              4579    0.2205810547     2.8493583398
              4580    0.2205200195     2.8494273626
              4581    0.2204589844     2.8494964327
              4582    0.2203979492     2.8495655499
              4583    0.2203369141     2.8496347144
              4584    0.2202758789     2.8497039261
              4585    0.2202148438     2.8497731851
              4586    0.2201538086     2.8498424914
              4587    0.2200927734     2.8499118451
              4588    0.2200317383     2.8499812460
              4589    0.2199707031     2.8500506943
              4590    0.2199096680     2.8501201900
              4591    0.2198486328     2.8501897331
              4592    0.2197875977     2.8502593236
              4593    0.2197265625     2.8503289616
              4594    0.2196655273     2.8503986470
              4595    0.2196044922     2.8504683799
              4596    0.2195434570     2.8505381603
              4597    0.2194824219     2.8506079882
              4598    0.2194213867     2.8506778636
              4599    0.2193603516     2.8507477866
              4600    0.2192993164     2.8508177572
              4601    0.2192382812     2.8508877754
              4602    0.2191772461     2.8509578412
              4603    0.2191162109     2.8510279546
              4604    0.2190551758     2.8510981157
              4605    0.2189941406     2.8511683245
              4606    0.2189331055     2.8512385810
              4607    0.2188720703     2.8513088852
              4608    0.2188110352     2.8513792371
              4609    0.2187500000     2.8514496368
              4610    0.2186889648     2.8515200843
              4611    0.2186279297     2.8515905795
              4612    0.2185668945     2.8516611226
              4613    0.2185058594     2.8517317135
              4614    0.2184448242     2.8518023523
              4615    0.2183837891     2.8518730390
              4616    0.2183227539     2.8519437735
              4617    0.2182617188     2.8520145560
              4618    0.2182006836     2.8520853864
              4619    0.2181396484     2.8521562648
              4620    0.2180786133     2.8522271911
              4621    0.2180175781     2.8522981655
              4622    0.2179565430     2.8523691878
              4623    0.2178955078     2.8524402582
              4624    0.2178344727     2.8525113767
              4625    0.2177734375     2.8525825432
              4626    0.2177124023     2.8526537578
              4627    0.2176513672     2.8527250205
              4628    0.2175903320     2.8527963314
              4629    0.2175292969     2.8528676904
              4630    0.2174682617     2.8529390976
              4631    0.2174072266     2.8530105530
              4632    0.2173461914     2.8530820565
              4633    0.2172851562     2.8531536084
              4634    0.2172241211     2.8532252084
              4635    0.2171630859     2.8532968567
              4636    0.2171020508     2.8533685534
              4637    0.2170410156     2.8534402983
              4638    0.2169799805     2.8535120915
              4639    0.2169189453     2.8535839331
              4640    0.2168579102     2.8536558231
              4641    0.2167968750     2.8537277614
              4642    0.2167358398     2.8537997482
              4643    0.2166748047     2.8538717833
              4644    0.2166137695     2.8539438670
              4645    0.2165527344     2.8540159990
              4646    0.2164916992     2.8540881796
              4647    0.2164306641     2.8541604086
              4648    0.2163696289     2.8542326862
              4649    0.2163085938     2.8543050123
              4650    0.2162475586     2.8543773869
              4651    0.2161865234     2.8544498101
              4652    0.2161254883     2.8545222819
              4653    0.2160644531     2.8545948024
              4654    0.2160034180     2.8546673714
              4655    0.2159423828     2.8547399891
              4656    0.2158813477     2.8548126555
              4657    0.2158203125     2.8548853706
              4658    0.2157592773     2.8549581344
              4659    0.2156982422     2.8550309468
              4660    0.2156372070     2.8551038080
              4661    0.2155761719     2.8551767180
              4662    0.2155151367     2.8552496768
              4663    0.2154541016     2.8553226844
              4664    0.2153930664     2.8553957408
              4665    0.2153320312     2.8554688460
              4666    0.2152709961     2.8555420000
              4667    0.2152099609     2.8556152030
              4668    0.2151489258     2.8556884548
              4669    0.2150878906     2.8557617556
              4670    0.2150268555     2.8558351052
              4671    0.2149658203     2.8559085039
              4672    0.2149047852     2.8559819514
              4673    0.2148437500     2.8560554480
              4674    0.2147827148     2.8561289936
              4675    0.2147216797     2.8562025882
              4676    0.2146606445     2.8562762318
              4677    0.2145996094     2.8563499245
              4678    0.2145385742     2.8564236662
              4679    0.2144775391     2.8564974570
              4680    0.2144165039     2.8565712970
              4681    0.2143554688     2.8566451861
              4682    0.2142944336     2.8567191243
              4683    0.2142333984     2.8567931117
              4684    0.2141723633     2.8568671482
              4685    0.2141113281     2.8569412340
              4686    0.2140502930     2.8570153690
              4687    0.2139892578     2.8570895532
              4688    0.2139282227     2.8571637867
              4689    0.2138671875     2.8572380694
              4690    0.2138061523     2.8573124015
              4691    0.2137451172     2.8573867828
              4692    0.2136840820     2.8574612135
              4693    0.2136230469     2.8575356935
              4694    0.2135620117     2.8576102229
              4695    0.2135009766     2.8576848016
              4696    0.2134399414     2.8577594298
              4697    0.2133789062     2.8578341073
              4698    0.2133178711     2.8579088343
              4699    0.2132568359     2.8579836107
              4700    0.2131958008     2.8580584366
              4701    0.2131347656     2.8581333120
              4702    0.2130737305     2.8582082369
              4703    0.2130126953     2.8582832113
              4704    0.2129516602     2.8583582352
              4705    0.2128906250     2.8584333087
              4706    0.2128295898     2.8585084318
              4707    0.2127685547     2.8585836044
              4708    0.2127075195     2.8586588266
              4709    0.2126464844     2.8587340985
              4710    0.2125854492     2.8588094200
              4711    0.2125244141     2.8588847912
              4712    0.2124633789     2.8589602120
              4713    0.2124023438     2.8590356825
              4714    0.2123413086     2.8591112028
              4715    0.2122802734     2.8591867727
              4716    0.2122192383     2.8592623924
              4717    0.2121582031     2.8593380619
              4718    0.2120971680     2.8594137811
              4719    0.2120361328     2.8594895501
              4720    0.2119750977     2.8595653690
              4721    0.2119140625     2.8596412376
              4722    0.2118530273     2.8597171561
              4723    0.2117919922     2.8597931245
              4724    0.2117309570     2.8598691427
              4725    0.2116699219     2.8599452109
              4726    0.2116088867     2.8600213289
              4727    0.2115478516     2.8600974969
              4728    0.2114868164     2.8601737148
              4729    0.2114257812     2.8602499826
              4730    0.2113647461     2.8603263005
              4731    0.2113037109     2.8604026683
              4732    0.2112426758     2.8604790862
              4733    0.2111816406     2.8605555540
              4734    0.2111206055     2.8606320719
              4735    0.2110595703     2.8607086399
              4736    0.2109985352     2.8607852579
              4737    0.2109375000     2.8608619261
              4738    0.2108764648     2.8609386443
              4739    0.2108154297     2.8610154127
              4740    0.2107543945     2.8610922312
              4741    0.2106933594     2.8611690998
              4742    0.2106323242     2.8612460186
              4743    0.2105712891     2.8613229877
              4744    0.2105102539     2.8614000069
              4745    0.2104492188     2.8614770763
              4746    0.2103881836     2.8615541960
              4747    0.2103271484     2.8616313659
              4748    0.2102661133     2.8617085861
              4749    0.2102050781     2.8617858566
              4750    0.2101440430     2.8618631773
              4751    0.2100830078     2.8619405484
              4752    0.2100219727     2.8620179698
              4753    0.2099609375     2.8620954416
              4754    0.2098999023     2.8621729637
              4755    0.2098388672     2.8622505362
              4756    0.2097778320     2.8623281591
              4757    0.2097167969     2.8624058324
              4758    0.2096557617     2.8624835561
              4759    0.2095947266     2.8625613303
              4760    0.2095336914     2.8626391549
              4761    0.2094726562     2.8627170300
              4762    0.2094116211     2.8627949556
              4763    0.2093505859     2.8628729316
              4764    0.2092895508     2.8629509582
              4765    0.2092285156     2.8630290354
              4766    0.2091674805     2.8631071630
              4767    0.2091064453     2.8631853413
              4768    0.2090454102     2.8632635701
              4769    0.2089843750     2.8633418495
              4770    0.2089233398     2.8634201795
              4771    0.2088623047     2.8634985601
              4772    0.2088012695     2.8635769914
              4773    0.2087402344     2.8636554733
              4774    0.2086791992     2.8637340059
              4775    0.2086181641     2.8638125892
              4776    0.2085571289     2.8638912231
              4777    0.2084960938     2.8639699078
              4778    0.2084350586     2.8640486432
              4779    0.2083740234     2.8641274294
              4780    0.2083129883     2.8642062662
              4781    0.2082519531     2.8642851539
              4782    0.2081909180     2.8643640924
              4783    0.2081298828     2.8644430816
              4784    0.2080688477     2.8645221217
              4785    0.2080078125     2.8646012126
              4786    0.2079467773     2.8646803543
              4787    0.2078857422     2.8647595469
              4788    0.2078247070     2.8648387904
              4789    0.2077636719     2.8649180847
              4790    0.2077026367     2.8649974300
              4791    0.2076416016     2.8650768261
              4792    0.2075805664     2.8651562732
              4793    0.2075195312     2.8652357713
              4794    0.2074584961     2.8653153202
              4795    0.2073974609     2.8653949202
              4796    0.2073364258     2.8654745712
              4797    0.2072753906     2.8655542731
              4798    0.2072143555     2.8656340261
              4799    0.2071533203     2.8657138300
              4800    0.2070922852     2.8657936851
              4801    0.2070312500     2.8658735911
              4802    0.2069702148     2.8659535483
              4803    0.2069091797     2.8660335565
              4804    0.2068481445     2.8661136158
              4805    0.2067871094     2.8661937263
              4806    0.2067260742     2.8662738878
              4807    0.2066650391     2.8663541005
              4808    0.2066040039     2.8664343643
              4809    0.2065429688     2.8665146793
              4810    0.2064819336     2.8665950455
              4811    0.2064208984     2.8666754629
              4812    0.2063598633     2.8667559314
              4813    0.2062988281     2.8668364512
              4814    0.2062377930     2.8669170222
              4815    0.2061767578     2.8669976444
              4816    0.2061157227     2.8670783180
              4817    0.2060546875     2.8671590427
              4818    0.2059936523     2.8672398188
              4819    0.2059326172     2.8673206461
              4820    0.2058715820     2.8674015248
              4821    0.2058105469     2.8674824548
              4822    0.2057495117     2.8675634361
              4823    0.2056884766     2.8676444687
              4824    0.2056274414     2.8677255527
              4825    0.2055664062     2.8678066881
              4826    0.2055053711     2.8678878749
              4827    0.2054443359     2.8679691130
              4828    0.2053833008     2.8680504026
              4829    0.2053222656     2.8681317436
              4830    0.2052612305     2.8682131360
              4831    0.2052001953     2.8682945799
              4832    0.2051391602     2.8683760752
              4833    0.2050781250     2.8684576220
              4834    0.2050170898     2.8685392203
              4835    0.2049560547     2.8686208701
              4836    0.2048950195     2.8687025714
              4837    0.2048339844     2.8687843242
              4838    0.2047729492     2.8688661285
              4839    0.2047119141     2.8689479844
              4840    0.2046508789     2.8690298918
              4841    0.2045898438     2.8691118508
              4842    0.2045288086     2.8691938614
              4843    0.2044677734     2.8692759236
              4844    0.2044067383     2.8693580374
              4845    0.2043457031     2.8694402028
              4846    0.2042846680     2.8695224198
              4847    0.2042236328     2.8696046885
              4848    0.2041625977     2.8696870088
              4849    0.2041015625     2.8697693807
              4850    0.2040405273     2.8698518044
              4851    0.2039794922     2.8699342797
              4852    0.2039184570     2.8700168067
              4853    0.2038574219     2.8700993855
              4854    0.2037963867     2.8701820159
              4855    0.2037353516     2.8702646981
              4856    0.2036743164     2.8703474320
              4857    0.2036132812     2.8704302177
              4858    0.2035522461     2.8705130551
              4859    0.2034912109     2.8705959443
              4860    0.2034301758     2.8706788853
              4861    0.2033691406     2.8707618781
              4862    0.2033081055     2.8708449227
              4863    0.2032470703     2.8709280191
              4864    0.2031860352     2.8710111673
              4865    0.2031250000     2.8710943674
              4866    0.2030639648     2.8711776193
              4867    0.2030029297     2.8712609231
              4868    0.2029418945     2.8713442788
              4869    0.2028808594     2.8714276863
              4870    0.2028198242     2.8715111457
              4871    0.2027587891     2.8715946571
              4872    0.2026977539     2.8716782203
              4873    0.2026367188     2.8717618355
              4874    0.2025756836     2.8718455026
              4875    0.2025146484     2.8719292216
              4876    0.2024536133     2.8720129926
              4877    0.2023925781     2.8720968156
              4878    0.2023315430     2.8721806905
              4879    0.2022705078     2.8722646174
              4880    0.2022094727     2.8723485963
              4881    0.2021484375     2.8724326272
              4882    0.2020874023     2.8725167102
              4883    0.2020263672     2.8726008451
              4884    0.2019653320     2.8726850321
              4885    0.2019042969     2.8727692711
              4886    0.2018432617     2.8728535622
              4887    0.2017822266     2.8729379053
              4888    0.2017211914     2.8730223005
              4889    0.2016601562     2.8731067478
              4890    0.2015991211     2.8731912472
              4891    0.2015380859     2.8732757986
              4892    0.2014770508     2.8733604022
              4893    0.2014160156     2.8734450579
              4894    0.2013549805     2.8735297657
              4895    0.2012939453     2.8736145257
              4896    0.2012329102     2.8736993378
              4897    0.2011718750     2.8737842020
              4898    0.2011108398     2.8738691185
              4899    0.2010498047     2.8739540870
              4900    0.2009887695     2.8740391078
              4901    0.2009277344     2.8741241807
              4902    0.2008666992     2.8742093059
              4903    0.2008056641     2.8742944832
              4904    0.2007446289     2.8743797128
              4905    0.2006835938     2.8744649946
              4906    0.2006225586     2.8745503286
              4907    0.2005615234     2.8746357149
              4908    0.2005004883     2.8747211534
              4909    0.2004394531     2.8748066441
              4910    0.2003784180     2.8748921872
              4911    0.2003173828     2.8749777825
              4912    0.2002563477     2.8750634300
              4913    0.2001953125     2.8751491299
              4914    0.2001342773     2.8752348821
              4915    0.2000732422     2.8753206865
              4916    0.2000122070     2.8754065433
              4917    0.1999511719     2.8754924524
              4918    0.1998901367     2.8755784138
              4919    0.1998291016     2.8756644276
              4920    0.1997680664     2.8757504937
              4921    0.1997070312     2.8758366121
              4922    0.1996459961     2.8759227829
              4923    0.1995849609     2.8760090061
              4924    0.1995239258     2.8760952816
              4925    0.1994628906     2.8761816095
              4926    0.1994018555     2.8762679898
              4927    0.1993408203     2.8763544225
              4928    0.1992797852     2.8764409076
              4929    0.1992187500     2.8765274451
              4930    0.1991577148     2.8766140351
              4931    0.1990966797     2.8767006774
              4932    0.1990356445     2.8767873722
              4933    0.1989746094     2.8768741194
              4934    0.1989135742     2.8769609190
              4935    0.1988525391     2.8770477711
              4936    0.1987915039     2.8771346757
              4937    0.1987304688     2.8772216327
              4938    0.1986694336     2.8773086421
              4939    0.1986083984     2.8773957041
              4940    0.1985473633     2.8774828185
              4941    0.1984863281     2.8775699854
              4942    0.1984252930     2.8776572049
              4943    0.1983642578     2.8777444768
              4944    0.1983032227     2.8778318012
              4945    0.1982421875     2.8779191781
              4946    0.1981811523     2.8780066075
              4947    0.1981201172     2.8780940895
              4948    0.1980590820     2.8781816240
              4949    0.1979980469     2.8782692110
              4950    0.1979370117     2.8783568506
              4951    0.1978759766     2.8784445427
              4952    0.1978149414     2.8785322873
              4953    0.1977539062     2.8786200846
              4954    0.1976928711     2.8787079343
              4955    0.1976318359     2.8787958367
              4956    0.1975708008     2.8788837916
              4957    0.1975097656     2.8789717991
              4958    0.1974487305     2.8790598591
              4959    0.1973876953     2.8791479718
              4960    0.1973266602     2.8792361371
              4961    0.1972656250     2.8793243549
              4962    0.1972045898     2.8794126254
              4963    0.1971435547     2.8795009484
              4964    0.1970825195     2.8795893241
              4965    0.1970214844     2.8796777524
              4966    0.1969604492     2.8797662333
              4967    0.1968994141     2.8798547668
              4968    0.1968383789     2.8799433530
              4969    0.1967773438     2.8800319917
              4970    0.1967163086     2.8801206832
              4971    0.1966552734     2.8802094272
              4972    0.1965942383     2.8802982240
              4973    0.1965332031     2.8803870733
              4974    0.1964721680     2.8804759753
              4975    0.1964111328     2.8805649300
              4976    0.1963500977     2.8806539374
              4977    0.1962890625     2.8807429974
              4978    0.1962280273     2.8808321100
              4979    0.1961669922     2.8809212754
              4980    0.1961059570     2.8810104934
              4981    0.1960449219     2.8810997641
              4982    0.1959838867     2.8811890875
              4983    0.1959228516     2.8812784636
              4984    0.1958618164     2.8813678923
              4985    0.1958007812     2.8814573738
              4986    0.1957397461     2.8815469079
              4987    0.1956787109     2.8816364948
              4988    0.1956176758     2.8817261343
              4989    0.1955566406     2.8818158266
              4990    0.1954956055     2.8819055715
              4991    0.1954345703     2.8819953692
              4992    0.1953735352     2.8820852196
              4993    0.1953125000     2.8821751227
              4994    0.1952514648     2.8822650785
              4995    0.1951904297     2.8823550870
              4996    0.1951293945     2.8824451483
              4997    0.1950683594     2.8825352623
              4998    0.1950073242     2.8826254290
              4999    0.1949462891     2.8827156484
              5000    0.1948852539     2.8828059206
              5001    0.1948242188     2.8828962455
              5002    0.1947631836     2.8829866231
              5003    0.1947021484     2.8830770535
              5004    0.1946411133     2.8831675366
              5005    0.1945800781     2.8832580725
              5006    0.1945190430     2.8833486611
              5007    0.1944580078     2.8834393024
              5008    0.1943969727     2.8835299965
              5009    0.1943359375     2.8836207433
              5010    0.1942749023     2.8837115429
              5011    0.1942138672     2.8838023952
              5012    0.1941528320     2.8838933003
              5013    0.1940917969     2.8839842581
              5014    0.1940307617     2.8840752687
              5015    0.1939697266     2.8841663320
              5016    0.1939086914     2.8842574481
              5017    0.1938476562     2.8843486169
              5018    0.1937866211     2.8844398385
              5019    0.1937255859     2.8845311129
              5020    0.1936645508     2.8846224400
              5021    0.1936035156     2.8847138198
              5022    0.1935424805     2.8848052524
              5023    0.1934814453     2.8848967378
              5024    0.1934204102     2.8849882759
              5025    0.1933593750     2.8850798668
              5026    0.1932983398     2.8851715104
              5027    0.1932373047     2.8852632068
              5028    0.1931762695     2.8853549560
              5029    0.1931152344     2.8854467579
              5030    0.1930541992     2.8855386125
              5031    0.1929931641     2.8856305199
              5032    0.1929321289     2.8857224801
              5033    0.1928710938     2.8858144930
              5034    0.1928100586     2.8859065587
              5035    0.1927490234     2.8859986771
              5036    0.1926879883     2.8860908483
              5037    0.1926269531     2.8861830722
              5038    0.1925659180     2.8862753488
              5039    0.1925048828     2.8863676783
              5040    0.1924438477     2.8864600604
              5041    0.1923828125     2.8865524953
              5042    0.1923217773     2.8866449830
              5043    0.1922607422     2.8867375234
              5044    0.1921997070     2.8868301165
              5045    0.1921386719     2.8869227624
              5046    0.1920776367     2.8870154610
              5047    0.1920166016     2.8871082124
              5048    0.1919555664     2.8872010165
              5049    0.1918945312     2.8872938733
              5050    0.1918334961     2.8873867828
              5051    0.1917724609     2.8874797451
              5052    0.1917114258     2.8875727601
              5053    0.1916503906     2.8876658278
              5054    0.1915893555     2.8877589483
              5055    0.1915283203     2.8878521214
              5056    0.1914672852     2.8879453473
              5057    0.1914062500     2.8880386259
              5058    0.1913452148     2.8881319572
              5059    0.1912841797     2.8882253412
              5060    0.1912231445     2.8883187779
              5061    0.1911621094     2.8884122673
              5062    0.1911010742     2.8885058094
              5063    0.1910400391     2.8885994042
              5064    0.1909790039     2.8886930517
              5065    0.1909179688     2.8887867519
              5066    0.1908569336     2.8888805047
              5067    0.1907958984     2.8889743103
              5068    0.1907348633     2.8890681685
              5069    0.1906738281     2.8891620794
              5070    0.1906127930     2.8892560429
              5071    0.1905517578     2.8893500592
              5072    0.1904907227     2.8894441281
              5073    0.1904296875     2.8895382496
              5074    0.1903686523     2.8896324238
              5075    0.1903076172     2.8897266507
              5076    0.1902465820     2.8898209301
              5077    0.1901855469     2.8899152623
              5078    0.1901245117     2.8900096470
              5079    0.1900634766     2.8901040844
              5080    0.1900024414     2.8901985744
              5081    0.1899414062     2.8902931171
              5082    0.1898803711     2.8903877123
              5083    0.1898193359     2.8904823602
              5084    0.1897583008     2.8905770607
              5085    0.1896972656     2.8906718137
              5086    0.1896362305     2.8907666194
              5087    0.1895751953     2.8908614777
              5088    0.1895141602     2.8909563885
              5089    0.1894531250     2.8910513519
              5090    0.1893920898     2.8911463679
              5091    0.1893310547     2.8912414364
              5092    0.1892700195     2.8913365575
              5093    0.1892089844     2.8914317312
              5094    0.1891479492     2.8915269574
              5095    0.1890869141     2.8916222362
              5096    0.1890258789     2.8917175674
              5097    0.1889648438     2.8918129512
              5098    0.1889038086     2.8919083876
              5099    0.1888427734     2.8920038764
              5100    0.1887817383     2.8920994178
              5101    0.1887207031     2.8921950116
              5102    0.1886596680     2.8922906580
              5103    0.1885986328     2.8923863568
              5104    0.1885375977     2.8924821082
              5105    0.1884765625     2.8925779120
              5106    0.1884155273     2.8926737682
              5107    0.1883544922     2.8927696769
              5108    0.1882934570     2.8928656381
              5109    0.1882324219     2.8929616517
              5110    0.1881713867     2.8930577178
              5111    0.1881103516     2.8931538362
              5112    0.1880493164     2.8932500071
              5113    0.1879882812     2.8933462304
              5114    0.1879272461     2.8934425061
              5115    0.1878662109     2.8935388342
              5116    0.1878051758     2.8936352147
              5117    0.1877441406     2.8937316476
